Timestamp,capp,category,csource,ctags,hostName,shuffle_failed_outputs,shuffle_handler_busy_percent,shuffle_output_bytes,shuffle_success_outputs
1307526089,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359830.log,mapred.shuffleOutput,sr215, cluster="chukwa",sr215,0,0,10870397945,2592
1307525439,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359861.log,mapred.shuffleOutput,sr216, cluster="chukwa",sr216,0,0,0,0
1307525449,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359861.log,mapred.shuffleOutput,sr216, cluster="chukwa",sr216,0,0,0,0
1307525459,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359861.log,mapred.shuffleOutput,sr216, cluster="chukwa",sr216,0,20,67942487,8
1307525469,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359861.log,mapred.shuffleOutput,sr216, cluster="chukwa",sr216,0,40,455064073,97
1307525479,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359861.log,mapred.shuffleOutput,sr216, cluster="chukwa",sr216,0,10,1432609638,335
1307525489,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359861.log,mapred.shuffleOutput,sr216, cluster="chukwa",sr216,0,17.5,2327211270,543
1307525499,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359861.log,mapred.shuffleOutput,sr216, cluster="chukwa",sr216,0,70,3018220847,710
1307525509,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359861.log,mapred.shuffleOutput,sr216, cluster="chukwa",sr216,0,80,3153256692,742
1307525519,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359861.log,mapred.shuffleOutput,sr216, cluster="chukwa",sr216,0,22.5,4054843814,953
1307525529,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359861.log,mapred.shuffleOutput,sr216, cluster="chukwa",sr216,0,50,4361981730,1031
1307525597,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359861.log,mapred.shuffleOutput,sr216, cluster="chukwa",sr216,0,70,4368666402,1031
1307525597,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359861.log,mapred.shuffleOutput,sr216, cluster="chukwa",sr216,0,70,4367945506,1031
1307525597,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359861.log,mapred.shuffleOutput,sr216, cluster="chukwa",sr216,0,72.5,4366503714,1031
1307525597,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359861.log,mapred.shuffleOutput,sr216, cluster="chukwa",sr216,0,75,4375023394,1031
1307525597,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359861.log,mapred.shuffleOutput,sr216, cluster="chukwa",sr216,0,75,4374892322,1031
1307525597,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359861.log,mapred.shuffleOutput,sr216, cluster="chukwa",sr216,0,75,4374892322,1031
1307525602,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359861.log,mapred.shuffleOutput,sr216, cluster="chukwa",sr216,0,50,4597371112,1077
1307525609,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359861.log,mapred.shuffleOutput,sr216, cluster="chukwa",sr216,0,45,5541423387,1306
1307525619,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359861.log,mapred.shuffleOutput,sr216, cluster="chukwa",sr216,0,45,6147456929,1447
1307525629,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359861.log,mapred.shuffleOutput,sr216, cluster="chukwa",sr216,0,45,6637645312,1566
1307525653,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359861.log,mapred.shuffleOutput,sr216, cluster="chukwa",sr216,0,47.5,6663362036,1576
1307525653,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359861.log,mapred.shuffleOutput,sr216, cluster="chukwa",sr216,0,47.5,6663362036,1576
1307525659,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359861.log,mapred.shuffleOutput,sr216, cluster="chukwa",sr216,0,22.5,7248988545,1717
1307525669,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359861.log,mapred.shuffleOutput,sr216, cluster="chukwa",sr216,0,10,7813601081,1854
1307525679,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359861.log,mapred.shuffleOutput,sr216, cluster="chukwa",sr216,0,2.5,8195393193,1947
1307525689,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359861.log,mapred.shuffleOutput,sr216, cluster="chukwa",sr216,0,0,8216705323,1952
1307525699,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359861.log,mapred.shuffleOutput,sr216, cluster="chukwa",sr216,0,0,8216705323,1952
1307525709,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359861.log,mapred.shuffleOutput,sr216, cluster="chukwa",sr216,0,0,8216705323,1952
1307525719,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359861.log,mapred.shuffleOutput,sr216, cluster="chukwa",sr216,0,0,8216705323,1952
1307525729,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359861.log,mapred.shuffleOutput,sr216, cluster="chukwa",sr216,0,0,8216705323,1952
1307525739,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359861.log,mapred.shuffleOutput,sr216, cluster="chukwa",sr216,0,0,8216705323,1952
1307525749,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359861.log,mapred.shuffleOutput,sr216, cluster="chukwa",sr216,0,0,8216705323,1952
1307525759,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359861.log,mapred.shuffleOutput,sr216, cluster="chukwa",sr216,0,0,8216705323,1952
1307525769,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359861.log,mapred.shuffleOutput,sr216, cluster="chukwa",sr216,0,0,8216705323,1952
1307525779,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359861.log,mapred.shuffleOutput,sr216, cluster="chukwa",sr216,0,0,8216705323,1952
1307525789,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359861.log,mapred.shuffleOutput,sr216, cluster="chukwa",sr216,0,0,8216705323,1952
1307525799,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359861.log,mapred.shuffleOutput,sr216, cluster="chukwa",sr216,0,0,8216705323,1952
1307525809,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359861.log,mapred.shuffleOutput,sr216, cluster="chukwa",sr216,0,0,8216705323,1952
1307525819,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359861.log,mapred.shuffleOutput,sr216, cluster="chukwa",sr216,0,0,8216705323,1952
1307525829,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359861.log,mapred.shuffleOutput,sr216, cluster="chukwa",sr216,0,0,8216705323,1952
1307525839,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359861.log,mapred.shuffleOutput,sr216, cluster="chukwa",sr216,0,0,8216705323,1952
1307525849,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359861.log,mapred.shuffleOutput,sr216, cluster="chukwa",sr216,0,0,8216705323,1952
1307525859,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359861.log,mapred.shuffleOutput,sr216, cluster="chukwa",sr216,0,0,8216705323,1952
1307525869,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359861.log,mapred.shuffleOutput,sr216, cluster="chukwa",sr216,0,0,8216705323,1952
1307525879,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359861.log,mapred.shuffleOutput,sr216, cluster="chukwa",sr216,0,0,8216705323,1952
1307525889,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359861.log,mapred.shuffleOutput,sr216, cluster="chukwa",sr216,0,0,8216705323,1952
1307525899,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359861.log,mapred.shuffleOutput,sr216, cluster="chukwa",sr216,0,0,8216705323,1952
1307525909,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359861.log,mapred.shuffleOutput,sr216, cluster="chukwa",sr216,0,0,8216705323,1952
1307525919,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359861.log,mapred.shuffleOutput,sr216, cluster="chukwa",sr216,0,0,8216705323,1952
1307525929,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359861.log,mapred.shuffleOutput,sr216, cluster="chukwa",sr216,0,0,8216705323,1952
1307525939,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359861.log,mapred.shuffleOutput,sr216, cluster="chukwa",sr216,0,0,8216705323,1952
1307525949,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359861.log,mapred.shuffleOutput,sr216, cluster="chukwa",sr216,0,0,8216705323,1952
1307525959,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359861.log,mapred.shuffleOutput,sr216, cluster="chukwa",sr216,0,0,8216705323,1952
1307525969,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359861.log,mapred.shuffleOutput,sr216, cluster="chukwa",sr216,0,0,8216705323,1952
1307525979,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359861.log,mapred.shuffleOutput,sr216, cluster="chukwa",sr216,0,0,8216705323,1952
1307525989,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359861.log,mapred.shuffleOutput,sr216, cluster="chukwa",sr216,0,0,8216705323,1952
1307525999,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359861.log,mapred.shuffleOutput,sr216, cluster="chukwa",sr216,0,0,8216705323,1952
1307526009,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359861.log,mapred.shuffleOutput,sr216, cluster="chukwa",sr216,0,0,8216705323,1952
1307526019,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359861.log,mapred.shuffleOutput,sr216, cluster="chukwa",sr216,0,0,8216705323,1952
1307526029,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359861.log,mapred.shuffleOutput,sr216, cluster="chukwa",sr216,0,0,8216705323,1952
1307526039,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359861.log,mapred.shuffleOutput,sr216, cluster="chukwa",sr216,0,0,8216705323,1952
1307526049,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359861.log,mapred.shuffleOutput,sr216, cluster="chukwa",sr216,0,0,8216705323,1952
1307526059,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359861.log,mapred.shuffleOutput,sr216, cluster="chukwa",sr216,0,0,8216705323,1952
1307526069,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359861.log,mapred.shuffleOutput,sr216, cluster="chukwa",sr216,0,0,8216705323,1952
1307526079,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359861.log,mapred.shuffleOutput,sr216, cluster="chukwa",sr216,0,0,8216705323,1952
1307526089,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359861.log,mapred.shuffleOutput,sr216, cluster="chukwa",sr216,0,0,8216705323,1952
1307525439,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359781.log,mapred.shuffleOutput,sr217, cluster="chukwa",sr217,0,0,0,0
1307525449,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359781.log,mapred.shuffleOutput,sr217, cluster="chukwa",sr217,0,0,0,0
1307525459,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359781.log,mapred.shuffleOutput,sr217, cluster="chukwa",sr217,0,20,56513388,6
1307525469,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359781.log,mapred.shuffleOutput,sr217, cluster="chukwa",sr217,0,97.5,523963450,84
1307525479,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359781.log,mapred.shuffleOutput,sr217, cluster="chukwa",sr217,0,97.5,1223555099,251
1307525489,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359781.log,mapred.shuffleOutput,sr217, cluster="chukwa",sr217,0,35,1782062394,414
1307525499,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359781.log,mapred.shuffleOutput,sr217, cluster="chukwa",sr217,0,97.5,2464707297,544
1307525509,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359781.log,mapred.shuffleOutput,sr217, cluster="chukwa",sr217,0,27.5,3459937621,816
1307525519,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359781.log,mapred.shuffleOutput,sr217, cluster="chukwa",sr217,0,67.5,4218678276,989
1307525529,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359781.log,mapred.shuffleOutput,sr217, cluster="chukwa",sr217,0,7.5000005,5028002331,1194
1307525539,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359781.log,mapred.shuffleOutput,sr217, cluster="chukwa",sr217,0,22.5,5764321988,1368
1307525549,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359781.log,mapred.shuffleOutput,sr217, cluster="chukwa",sr217,0,97.5,6135680534,1431
1307525559,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359781.log,mapred.shuffleOutput,sr217, cluster="chukwa",sr217,0,40,6511137528,1538
1307525569,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359781.log,mapred.shuffleOutput,sr217, cluster="chukwa",sr217,0,40,7080751734,1670
1307525579,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359781.log,mapred.shuffleOutput,sr217, cluster="chukwa",sr217,0,47.5,7885777832,1859
1307525589,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359781.log,mapred.shuffleOutput,sr217, cluster="chukwa",sr217,0,17.5,8703502208,2068
1307525599,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359781.log,mapred.shuffleOutput,sr217, cluster="chukwa",sr217,0,15.000001,9664474809,2298
1307525609,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359781.log,mapred.shuffleOutput,sr217, cluster="chukwa",sr217,0,12.5,10626729657,2529
1307525619,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359781.log,mapred.shuffleOutput,sr217, cluster="chukwa",sr217,0,10,11474643195,2732
1307525629,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359781.log,mapred.shuffleOutput,sr217, cluster="chukwa",sr217,0,2.5,11577379172,2758
1307525639,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359781.log,mapred.shuffleOutput,sr217, cluster="chukwa",sr217,0,2.5,11625760249,2769
1307525649,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359781.log,mapred.shuffleOutput,sr217, cluster="chukwa",sr217,0,2.5,11662078995,2778
1307525659,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359781.log,mapred.shuffleOutput,sr217, cluster="chukwa",sr217,0,5,11677209204,2781
1307525669,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359781.log,mapred.shuffleOutput,sr217, cluster="chukwa",sr217,0,2.5,11881536673,2831
1307525679,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359781.log,mapred.shuffleOutput,sr217, cluster="chukwa",sr217,0,2.5,11886658108,2832
1307525689,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359781.log,mapred.shuffleOutput,sr217, cluster="chukwa",sr217,0,2.5,11895746940,2834
1307525699,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359781.log,mapred.shuffleOutput,sr217, cluster="chukwa",sr217,0,0,11952135634,2848
1307525709,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359781.log,mapred.shuffleOutput,sr217, cluster="chukwa",sr217,0,0,11952135634,2848
1307525719,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359781.log,mapred.shuffleOutput,sr217, cluster="chukwa",sr217,0,0,11952135634,2848
1307525729,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359781.log,mapred.shuffleOutput,sr217, cluster="chukwa",sr217,0,0,11952135634,2848
1307525739,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359781.log,mapred.shuffleOutput,sr217, cluster="chukwa",sr217,0,0,11952135634,2848
1307525749,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359781.log,mapred.shuffleOutput,sr217, cluster="chukwa",sr217,0,0,11952135634,2848
1307525759,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359781.log,mapred.shuffleOutput,sr217, cluster="chukwa",sr217,0,0,11952135634,2848
1307525769,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359781.log,mapred.shuffleOutput,sr217, cluster="chukwa",sr217,0,0,11952135634,2848
1307525779,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359781.log,mapred.shuffleOutput,sr217, cluster="chukwa",sr217,0,0,11952135634,2848
1307525789,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359781.log,mapred.shuffleOutput,sr217, cluster="chukwa",sr217,0,0,11952135634,2848
1307525799,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359781.log,mapred.shuffleOutput,sr217, cluster="chukwa",sr217,0,0,11952135634,2848
1307525809,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359781.log,mapred.shuffleOutput,sr217, cluster="chukwa",sr217,0,0,11952135634,2848
1307525819,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359781.log,mapred.shuffleOutput,sr217, cluster="chukwa",sr217,0,0,11952135634,2848
1307525829,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359781.log,mapred.shuffleOutput,sr217, cluster="chukwa",sr217,0,0,11952135634,2848
1307525839,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359781.log,mapred.shuffleOutput,sr217, cluster="chukwa",sr217,0,0,11952135634,2848
1307525849,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359781.log,mapred.shuffleOutput,sr217, cluster="chukwa",sr217,0,0,11952135634,2848
1307525859,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359781.log,mapred.shuffleOutput,sr217, cluster="chukwa",sr217,0,0,11952135634,2848
1307525869,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359781.log,mapred.shuffleOutput,sr217, cluster="chukwa",sr217,0,0,11952135634,2848
1307525879,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359781.log,mapred.shuffleOutput,sr217, cluster="chukwa",sr217,0,0,11952135634,2848
1307525889,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359781.log,mapred.shuffleOutput,sr217, cluster="chukwa",sr217,0,0,11952135634,2848
1307525899,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359781.log,mapred.shuffleOutput,sr217, cluster="chukwa",sr217,0,0,11952135634,2848
1307525909,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359781.log,mapred.shuffleOutput,sr217, cluster="chukwa",sr217,0,0,11952135634,2848
1307525919,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359781.log,mapred.shuffleOutput,sr217, cluster="chukwa",sr217,0,0,11952135634,2848
1307525929,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359781.log,mapred.shuffleOutput,sr217, cluster="chukwa",sr217,0,0,11952135634,2848
1307525939,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359781.log,mapred.shuffleOutput,sr217, cluster="chukwa",sr217,0,0,11952135634,2848
1307525949,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359781.log,mapred.shuffleOutput,sr217, cluster="chukwa",sr217,0,0,11952135634,2848
1307525959,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359781.log,mapred.shuffleOutput,sr217, cluster="chukwa",sr217,0,0,11952135634,2848
1307525969,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359781.log,mapred.shuffleOutput,sr217, cluster="chukwa",sr217,0,0,11952135634,2848
1307525979,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359781.log,mapred.shuffleOutput,sr217, cluster="chukwa",sr217,0,0,11952135634,2848
1307525989,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359781.log,mapred.shuffleOutput,sr217, cluster="chukwa",sr217,0,0,11952135634,2848
1307525999,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359781.log,mapred.shuffleOutput,sr217, cluster="chukwa",sr217,0,0,11952135634,2848
1307526009,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359781.log,mapred.shuffleOutput,sr217, cluster="chukwa",sr217,0,0,11952135634,2848
1307526019,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359781.log,mapred.shuffleOutput,sr217, cluster="chukwa",sr217,0,0,11952135634,2848
1307526029,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359781.log,mapred.shuffleOutput,sr217, cluster="chukwa",sr217,0,0,11952135634,2848
1307526039,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359781.log,mapred.shuffleOutput,sr217, cluster="chukwa",sr217,0,0,11952135634,2848
1307526049,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359781.log,mapred.shuffleOutput,sr217, cluster="chukwa",sr217,0,0,11952135634,2848
1307526059,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359781.log,mapred.shuffleOutput,sr217, cluster="chukwa",sr217,0,0,11952135634,2848
1307526069,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359781.log,mapred.shuffleOutput,sr217, cluster="chukwa",sr217,0,0,11952135634,2848
1307526079,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359781.log,mapred.shuffleOutput,sr217, cluster="chukwa",sr217,0,0,11952135634,2848
