Timestamp,FilesAppended,FilesCreated,FilesRenamed,GetBlockLocations,GetListingOps,Transactions_avg_time,Transactions_num_ops,capp,category,csource,ctags
1307525432,0,11,0,69,2,0,30,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-dfs-1307525352377.log,dfs.namenode,sr212, cluster="chukwa"
1307525442,0,12,0,206,2,0,31,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-dfs-1307525352377.log,dfs.namenode,sr212, cluster="chukwa"
1307525452,0,12,0,284,2,0,31,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-dfs-1307525352377.log,dfs.namenode,sr212, cluster="chukwa"
1307525462,0,12,0,365,2,0,31,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-dfs-1307525352377.log,dfs.namenode,sr212, cluster="chukwa"
1307525472,0,12,0,437,2,0,31,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-dfs-1307525352377.log,dfs.namenode,sr212, cluster="chukwa"
1307525482,0,12,0,506,2,0,31,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-dfs-1307525352377.log,dfs.namenode,sr212, cluster="chukwa"
1307525492,0,12,0,566,2,0,31,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-dfs-1307525352377.log,dfs.namenode,sr212, cluster="chukwa"
1307525502,0,12,0,627,2,0,31,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-dfs-1307525352377.log,dfs.namenode,sr212, cluster="chukwa"
1307525512,0,12,0,661,2,0,31,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-dfs-1307525352377.log,dfs.namenode,sr212, cluster="chukwa"
1307525522,0,12,0,687,2,0,31,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-dfs-1307525352377.log,dfs.namenode,sr212, cluster="chukwa"
1307525532,0,12,0,717,2,0,31,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-dfs-1307525352377.log,dfs.namenode,sr212, cluster="chukwa"
1307525542,0,12,0,735,2,0,31,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-dfs-1307525352377.log,dfs.namenode,sr212, cluster="chukwa"
1307525552,0,12,0,770,2,0,31,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-dfs-1307525352377.log,dfs.namenode,sr212, cluster="chukwa"
1307525562,0,12,0,788,2,0,31,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-dfs-1307525352377.log,dfs.namenode,sr212, cluster="chukwa"
1307525572,0,12,0,800,2,0,31,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-dfs-1307525352377.log,dfs.namenode,sr212, cluster="chukwa"
1307525582,0,12,0,806,2,0,31,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-dfs-1307525352377.log,dfs.namenode,sr212, cluster="chukwa"
1307525592,0,12,0,806,2,0,31,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-dfs-1307525352377.log,dfs.namenode,sr212, cluster="chukwa"
1307525602,0,12,0,807,2,0,31,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-dfs-1307525352377.log,dfs.namenode,sr212, cluster="chukwa"
1307525612,0,12,0,807,2,0,31,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-dfs-1307525352377.log,dfs.namenode,sr212, cluster="chukwa"
1307525622,0,12,0,807,2,0,31,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-dfs-1307525352377.log,dfs.namenode,sr212, cluster="chukwa"
1307525632,0,12,0,807,2,0,31,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-dfs-1307525352377.log,dfs.namenode,sr212, cluster="chukwa"
1307525642,0,12,0,807,2,0,31,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-dfs-1307525352377.log,dfs.namenode,sr212, cluster="chukwa"
1307525652,0,12,0,807,2,0,31,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-dfs-1307525352377.log,dfs.namenode,sr212, cluster="chukwa"
1307525662,0,12,0,807,2,0,31,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-dfs-1307525352377.log,dfs.namenode,sr212, cluster="chukwa"
1307525672,0,60,0,807,2,0,103,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-dfs-1307525352377.log,dfs.namenode,sr212, cluster="chukwa"
1307525682,0,66,0,807,2,0,112,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-dfs-1307525352377.log,dfs.namenode,sr212, cluster="chukwa"
1307525692,0,71,0,807,2,0,118,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-dfs-1307525352377.log,dfs.namenode,sr212, cluster="chukwa"
1307525702,0,71,0,807,2,0,118,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-dfs-1307525352377.log,dfs.namenode,sr212, cluster="chukwa"
1307525712,0,75,0,807,2,0,125,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-dfs-1307525352377.log,dfs.namenode,sr212, cluster="chukwa"
1307525722,0,75,0,807,2,0,125,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-dfs-1307525352377.log,dfs.namenode,sr212, cluster="chukwa"
1307525732,0,76,0,807,2,0,131,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-dfs-1307525352377.log,dfs.namenode,sr212, cluster="chukwa"
1307525742,0,76,0,807,2,0,136,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-dfs-1307525352377.log,dfs.namenode,sr212, cluster="chukwa"
1307525752,0,76,0,807,2,0,143,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-dfs-1307525352377.log,dfs.namenode,sr212, cluster="chukwa"
1307525762,0,76,0,807,2,0,145,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-dfs-1307525352377.log,dfs.namenode,sr212, cluster="chukwa"
1307525772,0,76,1,807,3,0,148,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-dfs-1307525352377.log,dfs.namenode,sr212, cluster="chukwa"
1307525782,0,76,1,807,3,0,148,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-dfs-1307525352377.log,dfs.namenode,sr212, cluster="chukwa"
1307525792,0,76,1,807,3,0,148,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-dfs-1307525352377.log,dfs.namenode,sr212, cluster="chukwa"
1307525802,0,76,1,807,3,0,148,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-dfs-1307525352377.log,dfs.namenode,sr212, cluster="chukwa"
1307525812,0,76,1,807,3,0,148,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-dfs-1307525352377.log,dfs.namenode,sr212, cluster="chukwa"
1307525822,0,76,1,807,3,0,148,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-dfs-1307525352377.log,dfs.namenode,sr212, cluster="chukwa"
1307525832,0,76,1,807,3,0,148,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-dfs-1307525352377.log,dfs.namenode,sr212, cluster="chukwa"
1307525842,0,76,1,807,3,0,148,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-dfs-1307525352377.log,dfs.namenode,sr212, cluster="chukwa"
1307525852,0,76,1,807,3,0,148,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-dfs-1307525352377.log,dfs.namenode,sr212, cluster="chukwa"
1307525862,0,76,1,807,3,0,148,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-dfs-1307525352377.log,dfs.namenode,sr212, cluster="chukwa"
1307525872,0,76,1,807,3,0,148,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-dfs-1307525352377.log,dfs.namenode,sr212, cluster="chukwa"
1307525882,0,76,1,807,3,0,148,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-dfs-1307525352377.log,dfs.namenode,sr212, cluster="chukwa"
1307525892,0,76,1,807,3,0,148,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-dfs-1307525352377.log,dfs.namenode,sr212, cluster="chukwa"
1307525902,0,76,1,807,3,0,148,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-dfs-1307525352377.log,dfs.namenode,sr212, cluster="chukwa"
1307525912,0,76,1,807,3,0,148,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-dfs-1307525352377.log,dfs.namenode,sr212, cluster="chukwa"
1307525922,0,76,1,807,3,0,148,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-dfs-1307525352377.log,dfs.namenode,sr212, cluster="chukwa"
1307525932,0,76,1,807,3,0,148,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-dfs-1307525352377.log,dfs.namenode,sr212, cluster="chukwa"
1307525942,0,76,1,807,3,0,148,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-dfs-1307525352377.log,dfs.namenode,sr212, cluster="chukwa"
1307525952,0,76,2,807,4,0,151,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-dfs-1307525352377.log,dfs.namenode,sr212, cluster="chukwa"
1307525962,0,76,2,807,4,0,151,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-dfs-1307525352377.log,dfs.namenode,sr212, cluster="chukwa"
1307525972,0,76,2,807,4,0,151,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-dfs-1307525352377.log,dfs.namenode,sr212, cluster="chukwa"
1307525982,0,76,2,807,4,0,151,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-dfs-1307525352377.log,dfs.namenode,sr212, cluster="chukwa"
1307525992,0,76,4,807,6,0,157,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-dfs-1307525352377.log,dfs.namenode,sr212, cluster="chukwa"
1307526002,0,76,5,807,7,0,160,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-dfs-1307525352377.log,dfs.namenode,sr212, cluster="chukwa"
1307526012,0,76,6,807,8,0,163,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-dfs-1307525352377.log,dfs.namenode,sr212, cluster="chukwa"
1307526022,0,76,7,807,9,0,166,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-dfs-1307525352377.log,dfs.namenode,sr212, cluster="chukwa"
1307526032,0,76,8,807,10,0,170,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-dfs-1307525352377.log,dfs.namenode,sr212, cluster="chukwa"
1307526042,0,76,13,807,15,0,184,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-dfs-1307525352377.log,dfs.namenode,sr212, cluster="chukwa"
1307526052,0,76,15,807,17,0,190,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-dfs-1307525352377.log,dfs.namenode,sr212, cluster="chukwa"
1307526062,0,76,19,807,21,0,204,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-dfs-1307525352377.log,dfs.namenode,sr212, cluster="chukwa"
1307526072,0,76,23,807,25,0,215,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-dfs-1307525352377.log,dfs.namenode,sr212, cluster="chukwa"
1307526082,0,76,25,807,27,0,223,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-dfs-1307525352377.log,dfs.namenode,sr212, cluster="chukwa"
1307526092,0,76,32,807,34,0,241,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-dfs-1307525352377.log,dfs.namenode,sr212, cluster="chukwa"
